Well,Chl:630,Chl:663,Chl:750
A1,0.075,0.092,0.059
B1,0.105,0.125,0.082
C1,0.031,0.031,0.031
D1,0.035,0.035,0.035
E1,0.048,0.046,0.044
F1,0.068,0.064,0.058
G1,0.058,0.057,0.057
H1,0.039,0.039,0.039
A2,0.114,0.137,0.099
B2,0.12,0.141,0.099
C2,0.028,0.028,0.027
D2,0.031,0.031,0.031
E2,0.036,0.036,0.035
F2,0.056,0.056,0.055
G2,0.07,0.069,0.067
H2,0.05,0.049,0.049
A3,0.078,0.1,0.065
B3,0.09,0.114,0.075
C3,0.032,0.031,0.031
D3,0.033,0.032,0.032
E3,0.03,0.03,0.03
F3,0.039,0.039,0.038
G3,0.044,0.042,0.041
H3,0.064,0.063,0.062
A4,0.134,0.149,0.097
B4,0.032,0.032,0.031
C4,0.031,0.031,0.031
D4,0.039,0.038,0.037
E4,0.047,0.046,0.044
F4,0.039,0.039,0.039
G4,0.105,0.104,0.102
H4,0.061,0.061,0.06
A5,0.181,0.192,0.124
B5,0.031,0.031,0.03
C5,0.032,0.032,0.032
D5,0.057,0.056,0.054
E5,0.047,0.046,0.044
F5,0.042,0.042,0.041
G5,0.049,0.048,0.046
H5,0.074,0.073,0.072
A6,0.082,0.109,0.064
B6,0.032,0.032,0.031
C6,0.033,0.033,0.033
D6,0.032,0.031,0.031
E6,0.031,0.031,0.03
F6,0.034,0.034,0.034
G6,0.052,0.051,0.049
H6,0.08,0.08,0.079
A7,0.086,0.072,0.048
B7,0.032,0.032,0.032
C7,0.033,0.033,0.033
D7,0.031,0.031,0.031
E7,0.03,0.029,0.029
F7,0.034,0.034,0.033
G7,0.03,0.03,0.03
H7,0.081,0.08,0.079
A8,0.062,0.075,0.052
B8,0.033,0.033,0.032
C8,0.035,0.035,0.034
D8,0.035,0.035,0.034
E8,0.041,0.04,0.04
F8,0.035,0.035,0.035
G8,0.032,0.031,0.031
H8,0.053,0.053,0.053
A9,0.074,0.098,0.075
B9,0.032,0.032,0.032
C9,0.058,0.058,0.057
D9,0.03,0.03,0.029
E9,0.036,0.036,0.035
F9,0.044,0.043,0.043
G9,0.039,0.039,0.039
H9,0.041,0.041,0.04
A10,0.072,0.085,0.062
B10,0.03,0.03,0.03
C10,0.034,0.034,0.034
D10,0.03,0.03,0.03
E10,0.03,0.03,0.03
F10,0.073,0.072,0.071
G10,0.035,0.035,0.035
H10,0.056,0.055,0.055
A11,0.077,0.093,0.066
B11,0.032,0.032,0.032
C11,0.034,0.034,0.033
D11,0.032,0.031,0.031
E11,0.038,0.038,0.038
F11,0.035,0.034,0.034
G11,0.035,0.035,0.035
H11,0.037,0.037,0.037
A12,0.089,0.103,0.074
B12,0.045,0.045,0.044
C12,0.041,0.041,0.04
D12,0.032,0.032,0.032
E12,0.035,0.034,0.033
F12,0.036,0.036,0.036
G12,0.054,0.054,0.053
H12,0.054,0.053,0.053
